postContent,likeCount
"Sur LinkedIn fleurit une nouvelle espèce : le ""boomer trois petits points""

La spécialité du boomer trois petits points est d'écrire des commentaires dont on ne sait pas s'ils sont positifs ou négatifs :

""un grand homme... selon certains...qui a eu des vices et des vertus...l'histoire retiendra surtout son tempérament... à méditer...""

Le boomer trois petits points est dentiste ou retraité, a une photo webcam de 2011 et son commentaire est soutenu par 4 likes d'autres confrères boomers trois petits points.

On ne sait pas d'où ils viennent ni comment ils sont arrivés là, et surtout ce qu'ils veulent mais ils semblent se comprendre entre eux.

Vous pouvez les observer dans leur environnement naturel sur mon post d'hier sur l'ancien agent de la CIA.

Suivez-moi pour plus de documentaires animaliers.",436
"Ça fait maintenant un an que je vis a Lisbonne, voici les 5 points qui m'ont marqué : 

1) C'est une ville d'entrepreneurs expats

Lisbonne est le ""Dubaï de l'Europe"". Ici on croise des Brésiliens, des Ukrainiens, des Américains, des Français...

Ville très internationale avec des gens débrouillards, des crypto-enthousiastes, des entrepreneurs. Ça vit, l'énergie est conquérante, les rencontres professionnelles et romantiques sont facilitées. On sent qu'il se passe quelque chose.

Dans mon club de sport, 50% des gens ne sont pas Portugais.


2) Une ville fragmentée 

Un magnat de la crypto m'a dit :
""Ici, la vie est divisée entre ceux qui gagnent 1000 euros par mois, et ceux qui gagnent 1000 euros par jour""

Probablement le point le plus dangereux ici à tous points de vue : les prix.

Tout s'est envolé en quelques années avec leur visa spécial expats (le NRH) qui a attiré beaucoup de millionnaires de la crypto et des entrepreneurs tech (Web summit). Les restaurants, les bars, les hôtels, les services de luxe ont été bâtis pour ces gens qui peuvent festoyer. 

Le salaire moyen ici est inférieur à 1000 euros donc les ""service workers"" doivent loger en dehors de la ville dans les nombreux villages alentour.

Lisbonne a préféré faire le choix amibiteux de l'attractivité économique, comme Medellin, Mexico, Dubai, avec les instabilités que cela crée.

Lisbonne qui était une ville abordable est devenue une ville de luxe.

3) Nature et météo 

J'ai l'impression ici qu'il n'y a que 2 saisons : été et automne

Au Nord, au Sud, à l'Est, à l'Ouest, il y la nature entre 20 et 40 minutes de voiture,
En février, on se retrouve à manger des palourdes à Caparica au soleil, on peut aussi aller surfer à Ericeira dans la journée et revenir (40min). 

Il y a le côté urbain et dynamique d'une capitale en boom tout en gardant le côté côtier. 

4) Sex & the City

J'ai rencontré plus d'entrepreneurs en 2 semaines ici que 2 ans dans ma ville précédente. 

Tout est allé très vite dans la construction d'une offre internationale premium. Ici, on mange très bien, c'est cosmopolite, c'est bon, c'est varié, pour tous les prix. Ça bouge bien, il y a des endroits premium à la new-yorkaise. On sent que les gens ""essaient"". La ville est avancée, on ressent un peu le côté ""conquête de l'ouest""

5) C'est ""safe"" 

Je ne me suis jamais menacé ou en danger ici. Le Portugal est un des 10 pays les plus sûrs du monde et ça se ressent même si les Portugais nous disent que c'était mieux avant.

Quand il y a une manifestation ici, il y a 30 personnes et ça surprend tout le monde.

Lisbonne n'est pas parfaite mais c'est une bonne destination pour les entrepreneurs qui veulent quitter la France.

Dites moi en commentaire où vous vivez.",433
"2020 → Étudiante perdue.

2021 → En alternance, fouettée en open space (coucou Thibault Louis)

2022 → Je me lance en micro entreprise.

2023 → Je passe en société car j’explose les plafonds.

2024 → Je dépasse les +600K€ encaissés, 1.2M d’abonnés et j’achète une maison.

J’ai 25 ans et j’ai encore énormément de choses à apprendre de la vie.

Mais par contre je peux vous apprendre comment ma stratégie des 3 archétypes de contenu m’ont permis de passer de 2022 à 2024.

👉 Je fais une formation en direct LIVE pour l’occasion, dimanche 4 Août à 18h : https://lnkd.in/eVkxCMsu",433
"Je connais très peu de gens de mon âge qui ont ma vie et je suis une vraie extraterrestre.

La vie classique d’une jeune femme de 25 ans :
→ Sortir en boite
→ Essayer plusieurs taffs dans plusieurs boites
→ Chercher la relation amoureuse qui lui convient
→ Mettre de côté pour partir en voyage

Moi à 25 ans :
→ Penser à payer ma TVA
→ En couple et pacsée depuis 5 ans
→ Chercher les bonnes personnes à qui déléguer une partie de mon business.
→ En train de construire une maison

Parfois, je sais plus si j’ai 25 ou 45 ans 😂 
Mais si j’avais la vie des gens de mon âge, je n’aurais certainement pas un business à 6 chiffres, une équipe et des projets d’investissements en cours.

Et il était hors de question que j’attende sous prétexte que “ce ne sont pas des choses qu’on fait à cet âge-là”.

Peu importe l’âge, je suis convaincue qu’il faut se donner les moyens de ses ambitions, et ça demande quelques sacrifices.

Mais j’ai 0 regrets et j’en suis super fière ❤️

Arrêtez d’écouter les frustrations des autres, vivez votre vie et allez-y à fond. Mieux vaut une vie qui vous ressemble plutôt qu’une vie pleine de regrets 😉",416
"En ce moment, tout le monde est au bout du rouleau. J’en fais partie.
Mes potes et moi, on est en PLS 🤯 

On n’a plus envie de bosser (oui, ça nous arrive aussi).

Je remarque une baisse de régime chez tout le monde. 
On est tous fatigués, soûlés et on relâche les efforts. 

Vous seriez d’ailleurs étonnés du nombre de personnes au bord du burn-out autour de moi.

Je ne saurai pas trop l’expliquer, je pense qu’il y a juste des périodes comme ça. 

Le genre de phase où on a un peu envie d’envoyer tout péter et de limite trouver un CDI bien pépouze.

Parce que toute cette pression et ces responsabilités, c’est hyper lourd 🫠
Mais on continue pour nos clients et parce qu’on aime nos métiers mine de rien. 

On garde bien en tête notre why, et on sait pourquoi on se lève le matin.
Mais franchement, c'est dur et je vois bien que ça l’est pour tout le monde.

Je sais très bien que ça va passer et qu’on va tous ensemble réussir à se relever. 

Je voulais juste vous dire que, si en ce moment, vous n'avez pas envie : c’est ok.

Reposez-vous, ressourcez-vous auprès des gens que vous aimez. 
Faites une PAUSE.

Vous avez le droit de détester votre business pendant un temps et de ne pas être fort.

En tout cas, vous n’êtes pas seuls ❤️ 
Venez, on s’envoie de la force en commentaire.

PS : regardez-moi cette bouille, ça apaise pas le cœur et la tête franchement ?",412
"Mon livre est enfin disponible en pré-commande !! 🤩

C'était une aventure tellement dingue : commencer à écrire un livre à 24 ans. mon tout premier bouquin qui sera dans vos librairies préférées dès le 19 septembre.

Alors, même si l'écriture de ce livre a été difficile pour moi, j'en suis quand même fière.

Je vous partage tout mon savoir, à moins de 20€, mais je vous partage aussi de nombreuses anecdotes sur la Laurine enfant, ado, adulte...

Des choses que je n'ai encore jamais partagé nul part 🫶🏻

Je n'aurais jamais pu écrire cet ouvrage sans mon agent Caroline Kateb-Frisou qui a été le pilier dans tout ce process. Merci vraiment.

Merci à Editions First de m'avoir fait confiance ❤️

👉 Pour le recevoir dès sa sortie, vous pouvez le pré-commander sur le site de la Fnac : https://lnkd.in/eVGrsrmJ

Dites moi quand vous avez passé commande 👇",411
"Je paye ma coach business 1000 dollars de l’heure.  À la fin, j'ai juste de quoi noter 2 ou 3 idées  d'amélioration sur un post-it.

Et c'est déjà largement suffisant.

Je vois beaucoup de gens se mettre une pression énorme dès qu'ils mettent un peu plus d'oseille que d'habitude.

Ils vont scruter chaque seconde de chaque minute en se demandant comment la personne en face va leur donner l'elixir de vie.

Ça ne fonctionne pas comme ça.

Il suffit que la personne identifie un truc à changer qui peut améliorer de 15% votre business et ça peut vous rapporter des dizaines de milliers d'euros en quelques mois.

À condition que vous fassiez le job derrière.

C'est trop facile de dire ""ah mais j'ai payé et je n'ai pas les résultats""

C'est comme prendre le meilleur coach sportif de la planète, ne pas faire ce qu'il dit et ensuite dire qu'il est nul.

Le retour sur investissement n’a rien à voir avec le prix. Il a tout à voir avec vous.

Je suis responsable de ma réussite, de mes décisions, de mes échecs.

La différence réside dans l’attitude.

Le loser va jeter des pierres, critiquer et blâmer les éléments extérieurs pour son échec. Mais ça c'est la solution de facilité.

La personne qui finit par y arriver a toujours une attitude de gratitude pour les petites améliorations et sait qu'il est la clé de ses propres succès ou de ses propres échecs.

J'ai 2 citations que j'adore sur ce sujet.

La première est littéraire et vient d'un évêque et la deuxième de Jack Sparrow.

Bossuet disait ""Dieu se rit des hommes qui déplorent les effets dont ils chérissent les causes""

Et Jack Sparrow d'ajouter :
""Le problème n'est pas le problème, le problème c'est ton attitude envers le problème""

_________
Si ce post t'a plu, rejoins + 18 000 entrepreneurs dans ma newsletter ""Solobusiness"" : https://lnkd.in/dfYj-P8K",407
"J'ai remarqué une maladie qui empêche les entrepreneurs de vendre beaucoup plus cher : le syndrome du ""mais pas que"".

Chaque fois que quelqu'un m'explique son business, (appelons le José), j'essaie de le résumer en 1 ou 2 phrases et leur demander si j'ai bien compris.

80% du temps, José me répond ""oui c'est ce que je fais mais pas que"".

Pour José, c'est important de préciser l'ensemble de TOUT ce qu'il est capable de faire au lieu de juste me rendre le truc simple.

Le problème, c'est que le business de José devient moins lisible alors qu'on cherchait juste un bouton ""acheter"".

José trouve ça louche qu'un sushi propose aussi du kébab mais ne voit pas le problème à être rédacteur web et proposer aussi des sites internet. Je suis à deux doigts de leur proposer de faire la vaisselle.

Si vous n'êtes pas capable de résumer en une phrase ce que vous vendez, vous ne comprenez pas votre propre business (et les autres non plus).",403
"J’ai été invitée à conferencer dans la salle Le Grand Rex à Paris en 2025 🥹

2.800 places.

C’est plus que l’Olympia, le Palais Garnier, l’Opera Bastille…

Et ce sera un événement business avec des gens qui sont VRAIMENT intéressés par ma thématique.

J’en ai fait des trucs cools dans ma vie, mais là, je sais que c’est un objectif de plus à cocher dans « ma liste de trucs à faire absolument ».

En vérité, je n’ai jamais été face à autant de personnes.

Le plus gros événement que j’ai fait, c’est 500 personnes.
Ce qui veut dire que que je devrais affronter une salle presque 6x plus grande.

Alors, pour être honnête ça ne me stresse pas.

Mais disons que c’est un tout nouvel exercice qui s’offre à moi.

Qui sait, peut-être qu’un jour je serais à Paris la défense Arena et ses 40.000 places ? 

En tout cas, j’ai tellement hâte de vous emmener dans mon aventure et de vous montrer les coulisses de ma préparation pour Le Grand Rex 🙏

D’ailleurs, je le dois à mon amie Alice qui a soufflé mon nom aux organisateurs.

La force du réseau, et d’avoir tissé des liens avec des gens qui vous tirent vraiment vers le haut 🥹",382
"Vous cherchez une mission freelance ?
Alors arrêtez de répondre aux recruteurs.

Les missions que les recruteurs vous proposent sont généralement dispatchées entre 50 recruteurs similaires (aucune exclusivité).

Vous devez arriver beaucoup plus tôt dans le process.
Le plus tôt possible, quand la fiche de poste n'existe pas encore.

20% des missions freelances sont sur le marché visible (on-market).
80% des missions freelances sont sur le marché invisible (off-market).

Vous ne trouvez pas de mission car vous mettez tous vos efforts sur le marché visible alors que vous devriez vous concentrer sur le marché invisible.

Quand une mission est sur LinkedIn ou Welcome to the Jungle (marché visible), il est déjà trop tard.

Ma stratégie pour obtenir des missions sur le marché invisible :

- Augmenter la valeur perçue de son profil LinkedIn : votre valeur perçue doit être supérieure à votre valeur réelle (même si votre valeur réelle est déjà élevée)

- Écrire des posts LinkedIn d'expertise (BOFU) dans votre spécialité pour attirer des C-levels, tech leads et autres engineering managers

- Les contacter en DM (ils vous connaîtront déjà et auront confiance)

- Se créer un réseau de freelances infiltrés au sein des boîtes qui vont vous faire entrer de manière super early, quand la fiche de poste publique n'existe pas encore

Les meilleures missions, vous devrez les obtenir par vous-même.
N'attendez pas qu'elles viennent à vous avec des recruteurs.

Apprenez à pêcher plutôt qu'on vous donne du poisson.
Et vous obtiendrez les meilleures missions",379
"Ça fait 1 an qu’elle bosse avec moi sur Social Hacking, et honnêtement, elle mérite tellement plus de gloire.

Jasmine Touitou et moi, ça fait un petit moment qu’on se connait. 
Et quand j’ai construit ma team de coach, je l’ai direct appelé.

Déjà, parce que vous trouverez rarement quelqu'un d’aussi douée en personal branding et en storytelling.

Et car c’est une EXCELLENTE coach. Je n’ai que des bons retours de mes élèves.

👉 Elle donne toujours plus que ce dont les gens ont besoin. 
👉 Elle sur-délivre en permanence. 
👉 Elle fait 10x plus que ce que j’attends d’elle

Et c’est hyper rare d’avoir ce genre de profil. D’habitude, on se contente de faire son taff et puis c’est tout. Ce qui est ok.

Mais Jasmine ne va pas juste te filer des méthodes ou répondre à tes questions.

Franchement, je sais que si elle le pouvait, elle ferait tout à votre place pour être sûr de réussir au lieu de vous coacher.

Parce que c’est ce qu’elle est : une nana qui s’approprie ton objectif pour t’aider à le réaliser.

J’ai vraiment beaucoup de chance d’avoir une meuf aussi géniale dans ma team. 

Grâce à son taff, mes clients sont satisfaits et ça a beaucoup de valeur ❤️

Si vous avez besoin d’aide en storytelling et personal branding, faites appel à elle, vous ne serez pas déçu 🔥

PS : suivez-la de près, elle vous prépare une dinguerie pour la rentrée.",378
"En ce moment, je fais venir mes amies au bureau parce que tout le monde se sent seul.

Comme s'il y avait une déprime générale chez tous les entrepreneurs.
Je les comprends, j’ai pris ce bureau, car j’en avais marre de rester chez moi, isolée.

Et que toute ma vie se passait dans mon appartement.

Chirihanne Kheder 🌸 et Alice Cathelineau ont commencé à débarquer. Elles en avaient marre de bosser dans leur coin et voulaient plus de compagnie.

Et j’avoue que ça m’arrangeait aussi, je me sentais de plus en plus seule. 
On pense trop que les entrepreneurs sont des solitaires qui n’ont besoin de personne.

C’est vrai qu’on fait notre truc dans notre coin. 
On a des jobs qui nous demandent d’être derrière nos ordis H24 J’ai eu des périodes où je ne parlais et ne voyais personne.

Honnêtement, ça change beaucoup de choses d’avoir des gens autour de nous : 
👉 on s’échange des idées 
👉 on se demande des feedbacks en direct 
👉 parfois, on se plaint et ça fait beaucoup de bien

En gros, on a des gens à qui parler au lieu de se parler à soi-même et à tous les gens dans sa tête 😅

Je pense que la majorité des entrepreneurs en sont à ce stade. 
Ils ont besoin de connecter, d’échanger, d’avoir un peu “une vie de bureau”. Perso, ça me change la vie.

Et c’est avec plaisir que je fais de la place à mes copines ❤️
Vous bossez dans votre coin ou vous commencez à sortir de chez vous ?

___

Crédit photo Miss Buffet Froid 📷",377
"Quand je fais un post sur l'argent, y'a toujours des types pour venir dire :

""Et si la vraie richesse était à l'intérieur ????""

Mais retournez à Sciences Po avec John Lennon et laissez-nous tranquilles faire les beaufs à gourmette.

Le penthouse à New York il va pas s'acheter tout seul aux dernières nouvelles",374
"J’ai 25 ans et je n’ai jamais eu de CDI 🤒 
(Ça ne m’a pas empêché de réussir ma vie)

On sacralise ce contrat comme s’il était la finalité d’une vie.

Mais en réalité, chacun trouve son bonheur OÙ IL VEUT.",370
"Vous allez avoir accès à TOUTES mes connaissances pour - de 20 €. 

Mon livre, c’est plus ou moins comme mon premier bébé : j’ai mis 8 mois à l’écrire. 

Et même si ça a été un exercice hyper douloureux, je suis super fière d’avoir réussi à le faire. 

Je vous raconte des anecdotes que je n’ai jamais racontées ailleurs. 

Mais je vous parle aussi de tout ce que j’ai mis en place pour construire mon business à 6 chiffres, uniquement grâce aux réseaux sociaux. 

Je l’ai aussi illustré moi-même (c’est la cata désolé 🤣) et je vous donne absolument tout. 

Parce que, vous aussi, vous pouvez accéder à cette réussite. 
Il vous manque seulement quelques méthodes. Et surtout de vous rendre enfin compte que vous en êtes capable. 

Il sort le 19 septembre et vous pouvez le pré-commander maintenant : https://amzn.to/3WT5X4k

Hâte de voir dans quelles bibliothèques il va se trouver 😍",368
"Je déteste partir en vacances.
Tous les ans, j’ai une appréhension énorme. 

Et je vais avoir l’air insupportable de dire ça, mais c’est la vérité 😅

Ne rien faire, chez moi, ça n’existe pas. Et quand je prends des moments off, j’ai l’impression de perdre un temps monstrueux avec mon biz.

Alors que ça n’a aucun sens, parce que je peux m’absenter une semaine, je sais très bien que rien ne va s’écrouler 😅

Mais j’évite au max les vacances. 

Et ma famille M’OBLIGE à prendre 1 semaine en été et 1 semaine en hiver (ça va y’a pire comme famille).

En vérité, si je le voulais, je pourrais limite me prendre une semaine par mois.

Mais la réalité, c’est que la majorité des entrepreneurs sont comme moi : on bosse tout le temps, et on se prend que 2 vraies semaines de vacances chaque année.

Et encore, je triche 🙈 
Je bosse même en vacances, je divise juste le rythme par 4.

Je sais que ça a pas l’air sain, mais à côté de ça, je gère mes semaines comme je veux.

Si un matin, je me lève et que j’ai la flemme, je peux rester gérer mes messages du fond de mon lit.

C’est cette liberté-là que je cherchais au départ. 
Pas partir en vacances tous les 4 matins. 
Sinon, ça aurait été impossible de développer un business de cette envergure.

Mais promis, cet été, je lâche du lest un peu. 
Et je vais vraiment essayer de me reposer 😅

Vous partez où cet été ?",364
"Je refuse quasiment toutes les invitations (podcasts, soirées, events, etc.).
C'est pour ça que je vais bientôt exploser les 1M€ de CA.

Je vois tellement de gens qui pensent qu'en assistant à tous les events et en parlant à un maximum de personnes ils vont réussir.

C'est une erreur de débutant.

Vous vous faites croire que vous travaillez mais en réalité vous vous noyez dans une foule de gens qui sont exactement comme vous : perdus et désespérés de n'avoir aucun client.

Loin des cocktails et des échanges de compliments, c'est dans le silence de votre bureau, face à vous-même, que le succès prend racine.

Au lieu de passer votre temps dans des soirées d'entrepreneurs branchés (et fauchés), restez chez vous et travaillez sur votre business minimum 12 heures par jour.

À la fin de la journée, ce qui compte, c'est les nouveaux clients que vous avez signés. Pas le nombre de cartes de visite que vous avez échangées.

Les conversations vides et les échanges de politesses ne rempliront jamais votre compte en banque.

Apprenez à dire non beaucoup plus souvent que oui et vous aurez déjà fait un grand pas en avant",362
"Normalisons le fait de ne pas avoir à répondre dans la journée à un message sans se sentir coupable.

Normalisons le fait d'envoyer un message sans attendre une réponse dans la journée.",361
"L'entrepreneur multi-millionnaire Naval Ravikant a créé un modèle alternatif aux réunions. Voici les 5 principes du modèle ""too busy to do coffee""

1) Exploring / Exploiting
Naval identifie deux phases dans le cycle professionnel.

L""Exploring"": quand l'individu est en phase de recherche de soi et de son chemin : chaque rencontre peut être intéressante et mener à des inspirations supplémentaires.

L""Exploiting"" : quand le chemin est plus clair et que l'individu a besoin de se concentrer pour construire. À ce moment-là, les réunions et les ""cafés-synergies"" sont une distraction.

2) Le ""clean calendar""

Naval affirme qu'un calendrier plein est un signal qu'on envoie à son inconscient pour faire croire qu'on travaille. 

Il préconise le calendrier avec zéro réunions et zéro obligations pour se concentrer, réfléchir et travailler. Ce qui nous amène au point 3.

3) Le ""ruthlessly cut meetings""

Si quelqu'un propose une réunion physique
regarde si cela pourrait être un appel.
Regarde si cet appel pourrait être un email.
Regarde si cet email pourrait être un message.
Regarde si ce message pourrait être ignoré.
La majorité des messages devraient être ignorés, sauf si ce sont des cas d'urgence.

""Rien n'est jamais vraiment fait avec 8 personnes autour d'une table de réunion"".

4) La ""proof of work""

Si vous avez le souhait de rencontrer quelqu'un d'occupé, il y a toujours une chance de lui parler.

Mais vous devez amener la ""proof of work"".

Expliquez ce que vous avez réalisé sut le sujet sur lequel vous souhaitez vous entretenir avec la personne, et expliquez clairement l'objet du rendez-vous.

Pourquoi la personne devrait vous rencontrer, et quelle est la prochaine étape derrière. Toujours avec une honnêteté radicale. Les personnes occupées préfèrent prendre des décisions rapides et n'aiment pas qu'on tourne autour du pot.

5) Free time= Free mind 

Naval dit que le ""networking"" est principalement une distraction que les gens utilisent car ils ne savent pas quoi faire (sauf en début de carrière où ça peut être utile).

Quand on est dans la phase d'exploitation, l'idéal est d'avoir le moins de réunions possibles et de passer son temps à réfléchir et bosser. Chaque réunion est une distraction volontaire que les gens utilisent pour ne pas passer du temps à être en paix avec eux-mêmes.

""Un agenda chargé et un esprit occupé vont détruire votre capacité à faire de grandes choses dans ce monde""",359
"Il y a quelques années, un coach américain m'a dit : ""Si tu n'as pas mis tes parents à la retraite, tu ne bosses pas assez"" et ça m'a fait mal.

On entend parfois que l'argent est la source du mal mais dans ce monde ultra-capitaliste, l'argent permet de : 
- Mettre 20 000 euros sur la table en Suisse si ta nièce a une maladie grave
- Prendre un avion privé de Chine si ils décident de faire un lockdown pour une pandémie type COVID
- S'occuper d'un parent souffrant qui a besoin d'une aide médicale
- Emmener tous ses proches si la Russie ou la Corée du Nord décide d'envoyer une ogive nucléaire
...

Mes parents ont tout donné pour mon éducation. À 31 ans, je me sens le devoir d'être là s'il y a le moindre problème.

Je ne vais pas m'acheter des Porsche et des bouteilles en boîte.

Mais si je ne peux pas subvenir aux besoins de mes proches le moment venu... À quoi tout ça aura servi ?

Je pense qu'à un moment, il faut se préparer à tout et mêmes les pires évènements, et je remercie mes parents pour ça.

Money for preparation",351
"Les Américains m'ont appris une règle en business qui a divisé ma charge mentale par deux : le ""eat the frog"".

Le concept du ""eat the frog"" est de manger la charge mentale d'une autre personne.

Exemple : Vous êtes 4 amis et décidez d'organiser un dîner, la personne qui donne l'heure, choisit le restau et fait la résa ""eat the frog"" pour les autres.

Dans ce concept, j'ai mis en place quelque chose qu'on m'avait conseillé :
Si quelqu'un de mon équipe a besoin que je lui réponde, il me relance jusqu'à ce qu'il ait une réponse.

La charge mentale de la réponse et de faire avancer le projet est déléguée à celui qui demande et non plus à celui qui est censé répondre.

C'est ce que je répète à tous les gens avec qui j'ai travaillé : Relancez, relancez, relancez, relancez.

Relancez, et ""eat the frog"" à la place des autres.

C'est la meilleure façon d'être indispensable auprès de gens qui font du business.",350
"Elon Musk a viré 80% des gens de Twitter.
Cette ""erreur"" cache un coup de maître.

Elon Musk travaille toujours en équipes réduites.
Dès son rachat il remercie 6500 personnes.

Il ne veut pas de bullshiters dans ses équipes.

Musk parle directement avec ses ingénieurs qui sont sur le terrain (ceux qui connaissent vraiment les projets).

Pas avec les managers et autres petits chefs à fouets en cuir véritable qui ne servent à rien à part diluer l’information et ralentir les process.

Chez X, pas de place pour les réunions interminables avec Corinne qui raconte son week-end cocooning à l'hôtel Ibis budget Porte de Bagnolet.

Il veut que des gens hardcore, ultra dedicated et extrêmement talentueux.

Alors oui, il a viré tout le monde pour ne garder que les A-Players qui partagent sa vision. Mais ses résultats lui donnent pour le moment raison.

Rappelez-vous :
L'efficacité ne réside pas dans le nombre.
Mais dans la capacité à agir vite et bien.

Une équipe de 5 A-Players hardcore iront plus vite et plus fort qu'une équipe de 100 personnes moyennes.

Less is more",350
"Tout le monde dit que c’est impossible de vendre des offres à 3K€ sans RDV au téléphone. Du coup, j’ai vendu 30 offres à 3K€ SANS closer.

Et juste en 3 jours. 
👉 Avec mon bon vieux tunnel de vente : posts LK - masterclass - mail (en gros).

Effectivement, c'est impossible de faire lâcher 3K € à quelqu’un sur bon de commande.

Sauf quand ça fait 2 ans que tu crées du contenu tous les jours et que t’as une audience qui te fait confiance +++.

La vérité, c’est que quand tu as une communauté, tout devient plus simple.
Mais se créer une communauté qualifiée, ça prend du temps. 

Et tout ce qui prend du temps à des résultats incroyables sur le long terme.

Si j’avais arrêté au bout de 3 mois, je n'en serais pas là. 
Et je suis certaine que si je continue comme ça pendant encore 10 ans, je vais devenir une référence dans mon milieu.

À chaque fois que j’ai une baisse de motivation, j’y pense et je me dis “et dans 2 ans, tu penses pas que tu vas regretter ce choix ?”

Absolument pas, parce que c’est ce qui me permet d’avoir la vie dont je rêve et je n’arrêterai pour rien au monde 💪

Alors, je continue, je me discipline. 
Et ça me permet de continuer même quand les temps sont durs.

Je vous jure que si vous mettez suffisamment d’intensité dans ce que vous faites, les choses deviendront “faciles” et les conséquences seront beaucoup plus ouf que ce que vous imaginez.

En attendant, j’ai une offre à 30€ qui peut largement vous satisfaire : https://lnkd.in/eVNdc-e8",345
"Le télétravail supprime beaucoup de problèmes :

- Pas d'impact environnemental : tu diminues ton empreinte carbone
- Pas d'inégalités de salaires : on se moque de là où tu habites
- Pas d'openspace bruyant mais ""Great Place to Work"" tkt
- Pas de discriminations liées à ton apparence physique
- Pas de discussions stériles à la machine à café
- Pas de Jean-Michel dans les pattes
- Pas de tours obsolètes
- Pas de Défense

En télétravail tu es jugé pour tes seules compétences.

Pas pour ta relation avec Jean Michel Présentiel le big boss de La Défense",344
"Trop d’entrepreneurs viennent me voir avec les mêmes soucis. 
Et c’est exactement ce qui vous empêche de scaler. 

Je ne dis pas que faire passer sa boîte au niveau supérieur est simple. 
Mais vous faites souvent ces 5 choses qui vous mettent des bâtons dans les roues : 

1) Vendre votre temps à un prix “juste”

Je le sais parce que je suis passé par là. Il y a 90 % de chance que votre prix soit trop bas, parce que vous n’avez pas confiance en vous. 

👉 Prenez conscience de votre valeur. Si on fait appel à vous, ce n’est pas pour rien. 

2) Ne pas déléguer

À un certain stade, c’est foncer droit dans le mur de vouloir toujours tout faire.
Vous allez forcément avoir besoin d’aide si vous voyez grand.

👉 Déléguer et un investissement, vous serez étonnés du ROI. 

3) Continuer à faire vous-même des tâches sans valeur ajoutée

(pré-compta, facturation, CM…) 

Ce sont les premières choses à déléguer. 

Ce ne sont pas des tâches inutiles, mais elles vous font perdre du temps. 
Est-ce que vous voulez continuer à passer des heures à monter vos reels insta ? 
Je ne pense pas. 

👉 Si ce genre de tâche ne sont pas nécessaires, supprimez. 
Si ça sert vos objectifs, on en revient au point 2 : déléguez. 

4) En vouloir pour votre argent à chaque fois

”J’ai investi alors, j’espère bien avoir des résultats”. 

Je comprends, mais ça ne fonctionne pas comme ça. 
Les formations ne sont pas des produits miracles. Et penser comme ça vous conforte dans une attitude passive. 

Investissez dans votre business, mais n’oubliez pas que vous devez votre réussite à vous-même. 👉 Passez à l'action, même quand vous achetez un produit qui vous promet des résultats. 

5) Vouloir viser la perfection 

Pardon, mais elle n’existe pas. 
C’est juste une bonne excuse pour pas se bouger. 
👉 Le seul secret, c'est de faire, d’analyser, et de réitérer. 

Si vous supprimez ces pensées limitantes, vous allez scaler bien plus vite que vous ne le pensez 🔥
 
Autre chose qui vous empêche de passer au niveau supérieur ?",335
"Mon livre n’aurait jamais vu le jour sans Caroline.

Aujourd’hui, ce 26 septembre, c’est la sortie officielle de mon bouquin.

Mais heureusement que j’ai été accompagnée par cette femme merveilleuse qui a porté tout mon projet à bout de bras ❤️

Caroline est une agent d’auteur incroyable.

Non seulement elle forme les auteurs et les accompagne à écrire leur ouvrage, mais en plus elle accompagne les personnes comme moi à trouver la meilleure d’édition selon nos besoins.

Ce j’aime chez elle, c’est :
👉 Elle a défendu mon projet comme si c’était le sien 
👉 Elle m’a toujours soutenu dans l’écriture même quand c’était dur 
👉 Elle pense à mes intérêts avant tout (dinguerie)
👉 Elle n’abandonne aucun de ses auteurs malgré la charge de travail qu’elle a 

Elle fait partie des gens qui ont changé ma vie à tout jamais et que je remercie du plus profond de mon cœur ❤️

Foncez lui confier votre projet, c’est la meilleure agent au monde.

🔥 Pour commander mon livre : https://amzn.to/47bJd4s",331
